instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r clique-par/t4 clique-par/t2 clique-prime clique-prime-par/t32 james-cpp-max-prime james-cpp-max-prime-par/t32
mcs10_b06m_s100_AB07 99383 100000 11739 5001 4244 4652 4259 100000 100000 100001 5162 5356 100001 22854 49725 44904 2137 100000 100001
mcs10_b06m_s100_AB08 100000 100000 63862 38290 29525 28882 29234 100000 100000 100001 39322 35935 100001 100001 100000 100000 21951 100000 100001
mcs10_b06m_s100_AB09 98753 100000 20999 14159 6813 5144 6859 100000 100000 100001 7093 12389 100000 30546 53055 69155 3168 100000 100000
mcs10_b06m_s70_AB00 8282 100000 1207 744 698 663 683 31396 31024 28289 530 547 20594 2142 4145 8016 402 100000 20109
mcs10_b06m_s70_AB01 11765 100000 1498 786 535 549 541 8503 8047 7829 831 807 8215 2830 5888 11447 534 58944 7354
mcs10_b06m_s70_AB02 43702 100000 6316 4117 3400 2219 3336 94952 71393 96888 3493 3564 94296 11156 22192 23810 1087 100000 79910
mcs10_b06m_s70_AB03 27026 100000 3317 1709 1191 1197 1190 14197 14821 14074 1700 1688 14534 6433 13182 26631 1195 100000 14590
mcs10_b06m_s70_AB04 18883 100000 1915 1002 735 741 750 20687 11984 10920 1094 1071 14567 4067 9174 14566 714 100000 14250
mcs10_b06m_s70_AB05 3652 100000 430 237 203 246 198 26584 21096 20756 276 298 20536 1021 1919 2517 170 100000 21147
mcs10_b06m_s70_AB06 17227 100000 2163 1176 1187 1399 1188 89698 51124 75379 888 903 81544 4154 8040 10156 489 100000 79986
mcs10_b06m_s70_AB07 39546 100000 4624 2994 3182 5147 3153 100000 100001 100001 2974 4037 100001 9395 19655 25512 1222 100000 100001
mcs10_b06m_s70_AB08 35218 100000 3983 2138 1424 1391 1520 7255 8107 4803 2169 2061 4805 8053 17589 30239 1362 100000 4837
mcs10_b06m_s70_AB09 27069 100000 3340 1724 1204 1242 1215 100000 100001 100002 1673 1710 100001 6472 13210 26899 1201 100000 100002
mcs10_b06m_s80_AB00 100000 100000 53453 26826 19412 19680 19446 100000 100000 100001 25535 25417 100001 100001 100000 100000 19346 100000 100001
mcs10_b06m_s80_AB01 100000 100000 19596 10345 8175 9455 8212 100000 100000 100002 9120 9210 100001 38246 82295 100000 6867 100000 100001
mcs10_b06m_s80_AB02 100000 100000 100001 100002 100008 100009 100006 100000 100000 100001 100000 100000 100001 100001 100000 100000 100006 100000 100001
mcs10_b06m_s80_AB03 54710 100000 8005 5507 3512 3783 3564 100001 100001 63215 3729 3252 63441 12672 24056 41261 1990 80387 63997
mcs10_b06m_s80_AB04 30816 100000 3580 1831 1585 1281 1627 100000 100001 100001 1739 1752 100001 7734 15812 11144 558 100000 100001
mcs10_b06m_s80_AB05 100001 100000 100001 100001 100002 100035 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100002
mcs10_b06m_s80_AB06 100000 100000 20480 10960 10408 11297 10524 100000 100000 100002 9986 9872 100002 38286 78666 100000 9367 100000 100001
mcs10_b06m_s80_AB07 100000 100000 100001 100001 100003 100031 100002 100000 100001 100002 100000 100000 100001 100001 100000 100000 100003 100000 100002
mcs10_b06m_s80_AB08 100000 100000 100001 100001 96228 55010 96584 100000 100001 100001 34329 32997 100001 100001 100000 100000 27129 100000 100002
mcs10_b06m_s80_AB09 100000 100000 36897 23842 14689 15624 15008 100000 100001 100001 15021 14896 100001 54807 100000 100000 10677 100000 100001
mcs10_b06m_s90_AB00 100000 100000 100001 100002 100003 100005 100003 100000 100001 100002 100000 100000 100002 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB01 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB02 100000 100000 100001 100001 100003 100005 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB03 100000 100000 100001 100002 100003 100005 100003 100000 100000 100001 100000 100001 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB04 100000 100000 100001 100002 100003 100012 100003 100000 100001 100001 100000 100001 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB05 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB06 100000 100000 100001 100002 100004 100005 100002 100000 100000 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB07 100000 100000 100001 100002 100003 100005 100004 100000 100001 100001 100000 100000 100002 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB08 100000 100000 100001 100002 100003 100005 100004 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_b06m_s90_AB09 100000 100000 100001 100002 100003 100005 100003 100000 100000 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_b09_s100_AB00 9066 100000 1164 595 453 546 462 100000 100001 100001 655 628 100001 2250 4424 5958 292 100000 100001
mcs10_b09_s100_AB01 4056 100000 539 310 256 267 241 100000 100000 100001 269 281 100001 968 1983 4004 244 100000 100001
mcs10_b09_s100_AB02 17337 100000 1692 914 682 683 677 100000 100001 100001 820 922 100001 3282 8246 13385 658 100000 100001
mcs10_b09_s100_AB03 50431 100000 6341 3414 2573 2563 2583 100000 100001 100001 3163 3177 100001 12142 24879 49692 2401 100000 100001
mcs10_b09_s100_AB04 7330 100000 977 531 376 386 370 100000 100001 100001 483 484 100002 1859 3733 7322 341 100000 100001
mcs10_b09_s100_AB05 20499 100000 2530 1339 995 1065 996 100000 100000 100001 1223 1223 100001 4845 9992 20209 1012 100000 100001
mcs10_b09_s100_AB06 2535 70286 344 197 148 162 145 92810 92368 92606 188 188 92265 640 1297 2532 145 65857 92925
mcs10_b09_s100_AB07 14451 100000 1852 997 725 758 727 100000 100000 100001 972 1004 100001 3524 7251 13865 634 100000 100001
mcs10_b09_s100_AB08 43562 100000 5364 3085 2714 3169 2664 100000 100001 100002 2633 2622 100001 9779 22789 39927 2415 100000 100002
mcs10_b09_s100_AB09 8915 100000 1080 601 444 464 466 100000 100000 100001 516 522 100001 2036 4397 8436 462 100000 100001
mcs10_b09m_s100_AB00 7562 100000 1076 626 527 636 513 100000 100000 100001 472 513 100001 1931 3765 7465 354 100000 100001
mcs10_b09m_s100_AB01 95522 100000 10292 5303 3853 4076 3832 100000 100000 100001 4557 4788 100001 21404 46709 69925 3091 100000 100001
mcs10_b09m_s100_AB02 22008 100000 2824 1485 1087 1052 1062 100000 100000 100001 1430 1405 100001 5417 11156 22018 1054 100000 100001
mcs10_b09m_s100_AB03 7618 100000 1032 578 431 446 420 100000 100000 100001 504 486 100001 1961 3883 7571 364 100000 100001
mcs10_b09m_s100_AB04 5486 100000 733 426 279 294 294 100000 100001 100001 370 367 100001 1364 2836 5532 268 100000 100001
mcs10_b09m_s100_AB05 2335 100000 262 179 113 130 112 100000 100001 100001 154 177 100001 531 1044 1446 98 100000 100001
mcs10_b09m_s100_AB06 44417 100000 5397 3376 3326 3749 3270 100000 100001 100001 2427 2827 100001 9329 21858 34531 1724 100000 100001
mcs10_b09m_s100_AB07 16786 100000 2139 1142 804 860 806 100000 100000 100001 1061 1088 100001 4166 8487 16682 801 100000 100001
mcs10_b09m_s100_AB08 10813 100000 1368 750 636 642 641 100000 100000 100001 715 705 100001 2606 5570 10565 629 100000 100001
mcs10_b09m_s100_AB09 41182 100000 5092 2605 2090 1962 2078 100000 100001 100001 2532 2481 100001 9742 20120 40787 2045 100000 100001
mcs10_m2D_s100_AB00 100000 100000 100001 100007 100004 100015 100005 100000 100001 100001 100000 100000 100001 100001 100000 100000 100003 100000 100001
mcs10_m2D_s100_AB01 100000 100000 51318 32388 33738 25849 33739 100000 100001 100001 45749 58501 100001 100001 100000 100000 12786 100000 100001
mcs10_m2D_s100_AB02 100000 100000 100001 100006 66716 52026 66543 100000 100001 100001 66815 79797 100001 100001 100000 100000 33899 100000 100001
mcs10_m2D_s100_AB03 100000 100000 23696 14064 6925 7635 6887 100000 100000 100000 12191 11654 100001 40107 100001 100000 6048 100000 100001
mcs10_m2D_s100_AB04 100000 100000 100001 100001 100002 100039 100003 100000 100000 100001 99384 100000 100002 100001 100001 100000 100002 100000 100001
mcs10_m2D_s100_AB05 100000 100000 85046 29443 22317 22106 22111 100000 100001 100001 27814 28703 100001 100001 100000 100000 20883 100000 100001
mcs10_m2D_s100_AB06 100000 100000 100001 100001 100015 100032 100017 100000 100001 100001 100000 100000 100001 100001 100000 100000 100016 100000 100002
mcs10_m2D_s100_AB07 100000 100000 100001 100002 100003 100004 100003 100000 100000 100001 100000 100000 100001 100001 100000 100000 100002 100000 100001
mcs10_m2D_s100_AB08 100000 100000 100001 100001 72538 86380 72741 100000 100000 100001 100000 100000 100001 100001 100000 100000 73448 100000 100001
mcs10_m2D_s100_AB09 100000 100000 100001 100001 100014 100032 100014 100000 100000 100001 100000 100000 100001 100000 100000 100000 100014 100000 100001
mcs10_m2D_s40_AB00 1382 2282 194 112 84 93 85 67 69 83 186 198 73 379 723 1288 81 2085 75
mcs10_m2D_s40_AB01 615 498 48 34 48 48 43 24 18 18 58 57 20 123 269 245 40 234 18
mcs10_m2D_s40_AB02 16 269 11 13 13 15 13 47 31 28 43 26 33 9 12 14 13 130 28
mcs10_m2D_s40_AB03 81 484 22 19 20 25 22 12 9 12 31 34 12 26 45 81 24 235 10
mcs10_m2D_s40_AB04 80 2096 18 17 21 21 20 67 39 44 19 30 32 26 45 45 20 1769 38
mcs10_m2D_s40_AB05 146 1176 31 22 25 28 28 49 52 36 41 41 52 49 78 146 29 1086 48
mcs10_m2D_s40_AB06 935 342 125 75 57 64 61 16 15 16 122 119 17 230 455 838 60 381 18
mcs10_m2D_s40_AB07 254 1178 32 24 26 36 28 44 25 29 32 39 31 47 79 146 30 1072 28
mcs10_m2D_s40_AB08 61 54 14 18 18 19 19 4 6 10 24 23 10 19 37 34 16 29 7
mcs10_m2D_s40_AB09 27 1301 12 12 14 15 16 77 69 89 23 26 91 12 16 21 16 712 69
mcs10_m2D_s50_AB00 100000 100000 100001 22034 8012 8433 8173 2177 913 763 100000 100000 746 100001 100000 100000 7492 64134 1761
mcs10_m2D_s50_AB01 100000 100000 96543 48097 35017 36696 35500 2817 1315 944 68297 64706 1544 100001 100000 100000 34620 100000 1571
mcs10_m2D_s50_AB02 59409 100000 5244 2266 1640 1700 1617 1393 1207 914 2848 2888 1198 14389 30152 34412 1605 77912 1108
mcs10_m2D_s50_AB03 100000 64184 35798 18210 13112 13556 13395 513 281 207 25594 25259 185 68223 100000 100000 13479 63726 261
mcs10_m2D_s50_AB04 3119 20885 152 113 68 103 85 285 231 179 102 116 158 283 1189 744 69 5301 164
mcs10_m2D_s50_AB05 100000 100000 100001 100002 71356 70392 70968 4190 3100 3279 100000 100000 2568 100000 100000 100000 71453 61641 3488
mcs10_m2D_s50_AB06 18483 100000 621 339 221 240 232 1508 1421 1198 372 376 1155 2537 7813 3802 202 100000 1160
mcs10_m2D_s50_AB07 42331 100000 5520 3058 2031 2114 2042 118 68 52 3387 3387 64 10584 21785 42108 1970 100000 102
mcs10_m2D_s50_AB08 41438 87475 4835 2575 1945 2017 1897 2076 1453 1152 3138 3122 721 9932 20899 36410 1830 69700 1135
mcs10_m2D_s50_AB09 100000 100000 100001 73400 49428 50273 50461 8826 7681 7663 88676 90057 7934 100001 100000 100000 48995 100000 8522
mcs10_m2D_s60_AB00 611 1928 73 51 48 61 51 142 152 164 83 64 160 121 247 432 47 624 154
mcs10_m2D_s60_AB01 39931 40684 5105 2600 1780 1753 1761 1140 1154 1076 3130 3141 1052 9890 20738 39161 1780 41324 1040
mcs10_m2D_s60_AB02 8041 28512 1240 650 453 452 475 1122 1041 1044 608 589 1049 2185 4196 7864 404 16741 1147
mcs10_m2D_s60_AB03 21359 100000 2671 1425 967 969 973 26740 27565 26463 1644 1605 26608 5210 10691 20782 987 100000 27745
mcs10_m2D_s60_AB04 2230 31815 255 140 121 127 120 5977 4430 4065 138 134 3998 467 953 1351 84 26992 3797
mcs10_m2D_s60_AB05 2314 79003 162 155 140 136 138 8427 6924 6056 143 128 7631 685 1327 509 56 30005 7264
mcs10_m2D_s60_AB06 4774 24551 585 327 260 255 255 5833 4582 4827 364 349 4882 1125 2324 4432 250 20261 5290
mcs10_m2D_s60_AB07 100000 32647 18280 8609 5678 6620 5798 5226 3730 2752 19491 17483 2692 40828 100000 100000 5607 25306 5211
mcs10_m2D_s60_AB08 9190 11042 753 404 158 178 156 601 584 666 409 359 837 993 3147 2132 144 6880 600
mcs10_m2D_s60_AB09 6348 29544 674 385 286 292 260 1987 1893 1862 407 515 1454 1799 3459 4603 266 23717 1451
mcs10_m2D_s70_AB00 100000 100000 33006 24528 22956 12076 23056 73727 41222 53250 9639 10413 53349 52062 100000 100000 5695 100000 54627
mcs10_m2D_s70_AB01 100000 100000 18595 10173 7817 8262 7951 41664 33703 32339 12199 12745 29175 68359 100000 100000 6120 100000 37435
mcs10_m2D_s70_AB02 100000 100000 31423 14889 12162 11946 12167 100000 100001 100002 14848 14920 100002 62267 100000 100000 11908 100000 100002
mcs10_m2D_s70_AB03 100000 100000 100001 100001 100001 91346 100001 55654 52413 55888 93554 100000 56284 100001 100000 100000 71381 100000 56478
mcs10_m2D_s70_AB04 28118 100000 4758 4255 2274 639 1820 100000 69075 49373 4276 3476 56232 6710 15252 7653 403 100000 51164
mcs10_m2D_s70_AB05 82155 100000 12023 6758 3974 4477 3863 40731 34653 21462 6533 6917 21882 21426 42856 79810 3981 100000 27094
mcs10_m2D_s70_AB06 81676 100000 17328 4156 3150 3424 3173 33286 29856 28412 4310 4303 22661 23949 44251 58034 2822 100000 29492
mcs10_m2D_s70_AB07 100000 100000 44868 38808 30567 36191 30759 55193 54595 58546 23925 15205 56464 57991 100000 100000 6111 100000 57186
mcs10_m2D_s70_AB08 49580 100000 5339 2622 1870 1966 1921 100000 100001 100003 3086 2784 100002 10458 22493 37180 1777 100000 100002
mcs10_m2D_s70_AB09 100000 100000 20734 13608 8647 6708 8649 100000 100001 100001 12903 8858 100001 34244 68384 100000 5417 100000 100001
mcs10_m2D_s80_AB00 100000 100000 100002 100002 100002 100040 100003 100000 100001 100001 100000 100000 100001 100001 100000 100000 100003 100000 100001
mcs10_m2D_s80_AB01 100000 100000 100001 100002 100002 100040 100003 100000 100000 100002 100000 100000 100001 100001 100000 100000 100003 100000 100001
mcs10_m2D_s80_AB02 100000 100000 100001 100001 100002 100043 100003 100000 100001 100001 100000 100000 100002 100001 100001 100000 100003 100000 100001
mcs10_m2D_s80_AB03 100000 100000 100001 100002 100002 100005 100003 100000 100001 100001 100000 100000 100002 100001 100000 100000 100002 100000 100002
mcs10_m2D_s80_AB04 100000 100000 100001 100001 100003 100036 100002 100000 100000 100002 100000 100000 100002 100001 100001 100000 100003 100000 100001
mcs10_m2D_s80_AB05 100000 100000 100001 100001 100003 100004 100003 100000 100001 100001 100000 100000 100002 100001 100000 100000 100002 100000 100001
mcs10_m2D_s80_AB06 100000 100000 100001 100001 100002 100010 100003 100000 100000 100002 100000 100000 100001 100001 100000 100000 100003 100000 100001
mcs10_m2D_s80_AB07 100000 100000 100001 100002 100003 100040 100003 100000 100000 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_m2D_s80_AB08 100000 100000 100001 100001 100003 100045 100003 100000 100000 100001 100000 100000 100001 100001 100000 100000 100003 100000 100001
mcs10_m2D_s80_AB09 100000 100000 100001 100001 100003 100047 100003 100000 100001 100001 100000 100000 100001 100001 100000 100000 100002 100000 100001
mcs10_m2D_s90_AB00 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100001 100001 100002 100001 100001 100000 100003 100000 100002
mcs10_m2D_s90_AB01 100000 100000 100001 100002 100004 100005 100003 100000 100000 100002 100000 100001 100001 100001 100001 100000 100003 100000 100002
mcs10_m2D_s90_AB02 100000 100000 100001 100002 100003 100017 100003 100000 100001 100001 100001 100001 100002 100001 100001 100000 100004 100000 100001
mcs10_m2D_s90_AB03 100000 100000 100001 100002 100003 100016 100003 100000 100001 100001 100001 100000 100001 100001 100001 100000 100003 100000 100002
mcs10_m2D_s90_AB04 100000 100000 100001 100002 100003 100014 100004 100000 100000 100001 100001 100001 100001 100001 100001 100000 100003 100000 100001
mcs10_m2D_s90_AB05 100000 100000 100001 100002 100003 100004 100002 100000 100001 100001 100001 100001 100001 100001 100001 100000 100003 100000 100001
mcs10_m2D_s90_AB06 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100001 100001 100001 100001 100001 100000 100003 100000 100002
mcs10_m2D_s90_AB07 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100001 100001 100001 100001 100001 100000 100004 100000 100002
mcs10_m2D_s90_AB08 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100001 100000 100001 100001 100001 100000 100003 100000 100002
mcs10_m2D_s90_AB09 100000 100000 100001 100001 100003 100005 100003 100000 100000 100002 100000 100000 100002 100002 100001 100000 100003 100000 100002
mcs10_m2Dr2_s100_AB00 100000 100000 28677 19161 14872 13936 14891 100000 100000 100001 16175 15794 100001 54587 100000 100000 14927 100000 100001
mcs10_m2Dr2_s100_AB01 100000 100000 100001 100001 100013 100033 100015 100000 100000 100001 100000 100000 100001 100001 100000 100000 100013 100000 100001
mcs10_m2Dr2_s100_AB02 100000 100000 100003 65692 48728 48368 49716 100000 100000 100001 23563 29303 100001 100001 100000 100000 10971 100000 100001
mcs10_m2Dr2_s100_AB03 100000 100000 37274 19101 15596 13435 15873 100000 100000 100001 21208 20973 100001 97022 100000 100000 12282 100000 100001
mcs10_m2Dr2_s100_AB04 81293 100000 3391 3341 3958 5747 3959 100000 100000 100001 1179 1252 100001 4517 10228 11793 1333 100000 100001
mcs10_m2Dr2_s100_AB05 100000 100000 100001 100002 100002 100039 100002 100000 100000 100001 100000 100000 100001 100001 100000 100000 100002 100000 100001
mcs10_m2Dr2_s100_AB06 100000 100000 100001 100001 100017 100035 100017 100000 100001 100001 100000 100000 100002 100001 100000 100000 100016 100000 100000
mcs10_m2Dr2_s100_AB07 100000 100000 100001 100001 100013 100031 100012 100000 100001 100001 100000 100000 100001 100000 100000 100000 100015 100000 100001
mcs10_m2Dr2_s100_AB08 100000 100000 100001 100001 100002 100031 100003 100000 100000 100001 100000 100001 100001 100000 100000 100000 100002 100000 100001
mcs10_m2Dr2_s100_AB09 100000 100000 100001 100001 100002 100030 100002 100000 100000 100001 100000 100000 100001 100001 100000 100000 100015 100000 100000
mcs10_m2Dr2_s70_AB00 100000 100000 100001 64769 46614 47120 46842 100001 71989 60526 72085 71572 64342 100001 100000 100000 46857 100000 64556
mcs10_m2Dr2_s70_AB01 100000 100000 100001 100003 83207 86423 82935 100000 100001 88797 100000 100000 100002 100001 100000 100000 83443 100000 80705
mcs10_m2Dr2_s70_AB02 100000 100000 87805 48801 42085 34993 40518 47481 47933 47387 46600 46634 49524 100001 100000 100000 34365 100000 50588
mcs10_m2Dr2_s70_AB03 65183 100000 8313 5421 5612 6313 5555 22631 16286 15239 5515 4845 14918 14091 31037 50737 2969 100000 14994
mcs10_m2Dr2_s70_AB04 100000 100000 16328 7191 5221 5278 5123 9920 8492 9634 8724 12791 9689 38558 83548 100000 4956 100000 9634
mcs10_m2Dr2_s70_AB05 87574 100000 4059 2160 1542 1780 1548 36865 36005 37701 2054 2042 37367 7563 15451 30971 1470 100000 37669
mcs10_m2Dr2_s70_AB06 100000 100000 100001 100001 100003 100034 100003 100000 100001 100001 100000 100000 100001 100000 100000 100000 100011 100000 100001
mcs10_m2Dr2_s70_AB07 100000 100000 100003 57973 41942 42544 42090 100000 100001 100001 62401 61839 100001 100001 100000 100000 38753 100000 100001
mcs10_m2Dr2_s70_AB08 100000 100000 100001 100001 100013 100026 100012 100000 100001 100001 100000 100000 100002 100001 100000 100000 100012 100000 100002
mcs10_m2Dr2_s70_AB09 100000 100000 81763 41088 28361 28597 28374 7223 4525 3580 44139 44726 3249 100001 100000 100000 28395 100000 2954
mcs10_m2Dr2_s80_AB00 100000 100000 100001 100001 100002 100045 100002 100000 100000 100001 100000 100000 100001 100001 100000 100000 100003 100000 100001
mcs10_m2Dr2_s80_AB01 100000 100000 100001 100002 100004 100004 100002 100000 100001 100001 100000 100000 100001 100000 100000 100000 100003 100000 100001
mcs10_m2Dr2_s80_AB02 100000 100000 100001 100001 100003 100004 100003 100000 100001 100002 100000 100000 100002 100001 100000 100000 100002 100000 100002
mcs10_m2Dr2_s80_AB03 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_m2Dr2_s80_AB04 100000 100000 100001 100002 100003 100003 100003 100000 100001 100002 100000 100000 100002 100001 100001 100000 100003 100000 100001
mcs10_m2Dr2_s80_AB05 100000 100000 100001 100002 100003 100040 100003 100001 100001 100001 100000 100000 100002 100001 100000 100000 100003 100000 100002
