instance kdown james-cpp-max-down
g5-g68 10 534
g5-g69 4 891
g5-g70 13 1876
g5-g71 4 1470
g5-g72 107 5017
g5-g74 57 7906
g5-g75 356 47217
g5-g76 602 234364
g5-g77 622 853008
g5-g78 450 21531
g5-g79 200 9716
g5-g80 773 7127
g5-g81 1024 46181
g5-g83 1037 36941
g5-g84 1037 375309
g5-g85 5619 19331
g5-g87 261 15760
g5-g88 346 18881
g5-g89 47 3456
g5-g90 25 4422
g5-g91 555 5987
g5-g92 523 5821
g5-g94 14 7978
g5-g95 167 6540
g5-g96 87 6784
g5-g97 34 7466
g5-g98 163 8924
g5-g99 161 8926
g50-g100 NaN NaN
g50-g101 NaN NaN
g50-g102 NaN NaN
g50-g103 NaN NaN
g50-g104 NaN NaN
g50-g105 NaN NaN
g50-g106 NaN NaN
g50-g107 NaN NaN
g50-g108 NaN NaN
g50-g109 NaN NaN
g50-g110 NaN NaN
g50-g111 NaN NaN
g50-g112 NaN NaN
g50-g51 NaN NaN
g50-g52 NaN NaN
g50-g53 NaN NaN
g50-g54 NaN NaN
g50-g55 NaN NaN
g50-g56 NaN NaN
g50-g57 NaN NaN
g50-g61 NaN NaN
g50-g62 NaN NaN
g50-g63 NaN NaN
g50-g64 NaN NaN
g50-g65 NaN NaN
g50-g67 NaN NaN
g50-g68 NaN NaN
g50-g69 NaN NaN
g50-g70 NaN NaN
g50-g71 NaN NaN
g50-g72 NaN NaN
g50-g74 NaN NaN
g50-g75 NaN NaN
g50-g76 NaN NaN
g50-g77 NaN NaN
g50-g78 NaN NaN
g50-g79 NaN NaN
g50-g80 NaN NaN
g50-g81 NaN NaN
g50-g83 NaN NaN
g50-g84 NaN NaN
g50-g85 NaN NaN
g50-g87 NaN NaN
g50-g88 NaN NaN
g50-g89 NaN NaN
g50-g90 NaN NaN
g50-g91 NaN NaN
g50-g92 NaN NaN
g50-g94 NaN NaN
g50-g95 NaN NaN
g50-g96 NaN NaN
g50-g97 NaN NaN
g50-g98 NaN NaN
g50-g99 NaN NaN
g6-g100 NaN NaN
g6-g101 NaN NaN
g6-g102 NaN NaN
g6-g103 NaN NaN
g6-g104 NaN NaN
g6-g105 NaN NaN
g6-g106 NaN NaN
g6-g107 NaN NaN
g6-g108 NaN NaN
g6-g109 NaN NaN
g6-g110 NaN NaN
g6-g111 NaN NaN
g6-g112 2069 89446
g6-g51 53572 316637
g6-g52 NaN 22222736
g6-g53 NaN NaN
g6-g54 NaN NaN
g6-g55 NaN 9435349
g6-g56 NaN NaN
g6-g57 NaN 361693
g6-g61 7311 36897
g6-g62 NaN NaN
g6-g63 5022 172080230
g6-g64 NaN 2648
g6-g65 NaN 15825688
g6-g67 NaN NaN
g6-g68 NaN NaN
g6-g69 23159 10856
g6-g70 1176 3952
g6-g71 23739 31672
g6-g72 527 15828599
g6-g74 NaN NaN
g6-g75 NaN NaN
g6-g76 NaN NaN
g6-g77 NaN NaN
g6-g78 NaN NaN
g6-g79 NaN NaN
g6-g80 154 13389
g6-g81 NaN NaN
g6-g83 NaN NaN
g6-g84 NaN NaN
g6-g85 NaN NaN
g6-g87 NaN NaN
g6-g88 NaN NaN
g6-g89 NaN NaN
g6-g90 NaN NaN
g6-g91 635 34131
g6-g92 4536 8862
g6-g94 NaN NaN
g6-g95 5328 95312
g6-g96 11001 104637
g6-g97 5204 53163
g6-g98 55203 419701
g6-g99 55295 421583
g7-g100 55916 298307
g7-g101 NaN 13683618
g7-g102 NaN 68774617
g7-g103 NaN 160460805
g7-g104 NaN 19893979
g7-g105 NaN 19951485
g7-g106 NaN 97744027
g7-g107 NaN 43663701
g7-g108 NaN 54000247
g7-g109 NaN 31576497
g7-g110 NaN NaN
g7-g111 NaN 97904230
g7-g112 NaN 9690336
g7-g51 5922078 944235
g7-g52 130538 727896
g7-g53 476236 2340648
g7-g54 1759256 10875268
g7-g55 783622 5351137
g7-g56 2636919 15387270
g7-g57 1683 23988
g7-g61 42648 309820
g7-g62 2746674 11374866
g7-g63 NaN 38688225
g7-g64 NaN 841
g7-g65 NaN 30664008
g7-g67 785476 2895311
g7-g68 NaN 385888240
g7-g69 166732 837305
g7-g70 39941 773046
g7-g71 NaN 47095687
g7-g72 28158 171123
g7-g74 NaN NaN
g7-g75 20 2627
g7-g76 21 5158
g7-g77 21 6361
g7-g78 NaN 84674058
g7-g79 957877 6352005
g7-g80 9040 91272
g7-g81 NaN 72928859
g7-g83 NaN 59413625
g7-g84 NaN NaN
g7-g85 54628 286338
g7-g87 NaN 20049333
g7-g88 NaN 37578641
g7-g89 87436 507681
g7-g90 NaN 23107570
g7-g91 5682310 1832380
g7-g92 746299 2138035
g7-g94 NaN 18697053
g7-g95 73976 457317
g7-g96 112834 682894
g7-g97 91385 552468
g7-g98 303523 1665613
g7-g99 306044 1685501
g8-g100 NaN NaN
g8-g101 NaN NaN
g8-g102 NaN NaN
g8-g103 NaN NaN
g8-g104 NaN NaN
g8-g105 NaN NaN
g8-g106 NaN NaN
g8-g107 NaN NaN
g8-g108 NaN NaN
g8-g109 NaN NaN
g8-g110 NaN NaN
g8-g111 NaN NaN
g8-g112 NaN NaN
g8-g51 NaN NaN
g8-g52 NaN NaN
g8-g53 NaN NaN
g8-g54 NaN NaN
g8-g55 NaN NaN
g8-g56 NaN NaN
g8-g57 NaN NaN
g8-g61 NaN NaN
g8-g62 NaN NaN
g8-g63 NaN NaN
g8-g64 NaN NaN
g8-g65 NaN NaN
g8-g67 NaN NaN
g8-g68 NaN NaN
g8-g69 NaN 9254463
g8-g70 NaN 3439751
g8-g71 NaN 4579050
g8-g72 NaN NaN
g8-g74 NaN NaN
g8-g75 NaN NaN
g8-g76 NaN NaN
g8-g77 NaN NaN
g8-g78 NaN NaN
g8-g79 NaN NaN
g8-g80 101913 11858385
g8-g81 NaN NaN
g8-g83 NaN NaN
g8-g84 NaN NaN
g8-g85 NaN NaN
g8-g87 NaN NaN
g8-g88 NaN NaN
g8-g89 NaN NaN
g8-g90 NaN NaN
g8-g91 NaN NaN
g8-g92 NaN NaN
g8-g94 NaN NaN
g8-g95 NaN NaN
g8-g96 NaN NaN
g8-g97 NaN NaN
g8-g98 NaN NaN
g8-g99 NaN NaN
g9-g100 NaN NaN
g9-g101 NaN NaN
g9-g102 NaN NaN
g9-g103 NaN NaN
g9-g104 NaN NaN
g9-g105 NaN NaN
g9-g106 NaN NaN
g9-g107 NaN NaN
g9-g108 NaN NaN
g9-g109 NaN NaN
g9-g110 NaN NaN
g9-g111 NaN NaN
g9-g112 NaN NaN
g9-g51 NaN NaN
g9-g52 NaN NaN
g9-g53 NaN NaN
g9-g54 NaN NaN
g9-g55 NaN NaN
g9-g56 NaN NaN
g9-g57 NaN NaN
g9-g61 NaN NaN
g9-g62 NaN NaN
g9-g63 159816 663609
g9-g64 NaN NaN
g9-g65 NaN NaN
g9-g67 NaN NaN
g9-g68 NaN NaN
g9-g69 NaN NaN
g9-g70 NaN NaN
g9-g71 NaN NaN
g9-g72 NaN NaN
g9-g74 NaN NaN
g9-g75 NaN NaN
g9-g76 NaN NaN
g9-g77 NaN NaN
g9-g78 NaN NaN
g9-g79 NaN NaN
g9-g80 NaN NaN
g9-g81 NaN NaN
g9-g83 NaN NaN
g9-g84 NaN NaN
g9-g85 NaN NaN
g9-g87 NaN NaN
g9-g88 NaN NaN
g9-g89 NaN NaN
g9-g90 NaN NaN
g9-g91 NaN NaN
g9-g92 NaN NaN
g9-g94 NaN NaN
g9-g95 NaN NaN
g9-g96 NaN NaN
g9-g97 NaN NaN
g9-g98 NaN NaN
g9-g99 NaN NaN
g10-g58-normed NaN NaN
g10-g59-normed NaN NaN
g10-g60-normed NaN NaN
g10-g66-normed NaN NaN
g10-g73-normed NaN NaN
g10-g82-normed NaN NaN
g10-g86-normed NaN NaN
g10-g93-normed NaN NaN
g11-g58-normed NaN NaN
g11-g59-normed NaN NaN
g11-g60-normed NaN NaN
g11-g66-normed NaN NaN
g11-g73-normed NaN NaN
g11-g82-normed NaN NaN
g11-g86-normed NaN NaN
g11-g93-normed NaN NaN
g12-g58-normed NaN NaN
g12-g59-normed NaN NaN
g12-g60-normed NaN NaN
g12-g66-normed NaN NaN
g12-g73-normed NaN NaN
g12-g82-normed NaN NaN
g12-g86-normed NaN NaN
g12-g93-normed NaN NaN
g13-g58-normed NaN NaN
g13-g59-normed NaN NaN
g13-g60-normed NaN NaN
g13-g66-normed NaN NaN
g13-g73-normed NaN NaN
g13-g82-normed NaN NaN
g13-g86-normed NaN NaN
g13-g93-normed NaN NaN
g14-g58-normed NaN NaN
g14-g59-normed NaN NaN
g14-g60-normed NaN NaN
g14-g66-normed NaN NaN
g14-g73-normed NaN NaN
g14-g82-normed NaN NaN
g14-g86-normed NaN NaN
g14-g93-normed NaN NaN
g15-g58-normed NaN NaN
g15-g59-normed NaN NaN
g15-g60-normed NaN NaN
g15-g66-normed NaN NaN
g15-g73-normed NaN NaN
g15-g82-normed NaN NaN
g15-g86-normed NaN NaN
g15-g93-normed NaN NaN
g16-g58-normed NaN NaN
g16-g59-normed NaN NaN
g16-g60-normed NaN NaN
g16-g66-normed NaN NaN
g16-g73-normed NaN NaN
g16-g82-normed NaN NaN
g16-g86-normed NaN NaN
g16-g93-normed NaN NaN
g17-g58-normed NaN NaN
g17-g59-normed NaN NaN
g17-g60-normed NaN NaN
g17-g66-normed NaN NaN
g17-g73-normed NaN NaN
g17-g82-normed NaN NaN
g17-g86-normed NaN NaN
g17-g93-normed NaN NaN
g18-g58-normed NaN NaN
g18-g59-normed NaN NaN
g18-g60-normed NaN NaN
g18-g66-normed NaN NaN
g18-g73-normed NaN NaN
g18-g82-normed NaN NaN
g18-g86-normed NaN NaN
g18-g93-normed NaN NaN
g19-g58-normed NaN NaN
g19-g59-normed NaN NaN
g19-g60-normed NaN NaN
g19-g66-normed NaN NaN
g19-g73-normed NaN NaN
g19-g82-normed NaN NaN
g19-g86-normed NaN NaN
g19-g93-normed NaN NaN
g2-g58-normed 97 433
g2-g59-normed 21 384
g2-g60-normed 7 532
g2-g66-normed 10 364
g2-g73-normed 12 911
g2-g82-normed 12 1132
g2-g86-normed 5345 17186
g2-g93-normed 11 3153
g20-g58-normed NaN NaN
g20-g59-normed NaN NaN
g20-g60-normed NaN NaN
g20-g66-normed NaN NaN
g20-g73-normed NaN NaN
g20-g82-normed NaN NaN
g20-g86-normed NaN NaN
g20-g93-normed NaN NaN
g21-g58-normed NaN 75875854
g21-g59-normed NaN 32743109
g21-g60-normed NaN NaN
g21-g66-normed NaN 108544751
g21-g73-normed NaN NaN
g21-g82-normed NaN NaN
g21-g86-normed NaN 147069739
g21-g93-normed NaN NaN
g22-g58-normed NaN NaN
g22-g59-normed NaN NaN
g22-g60-normed NaN NaN
g22-g66-normed NaN NaN
g22-g73-normed NaN NaN
g22-g82-normed NaN NaN
g22-g86-normed NaN NaN
g22-g93-normed NaN NaN
g23-g58-normed NaN NaN
g23-g59-normed NaN NaN
g23-g60-normed NaN NaN
g23-g66-normed NaN NaN
g23-g73-normed NaN NaN
g23-g82-normed NaN NaN
g23-g86-normed NaN NaN
g23-g93-normed NaN NaN
g24-g58-normed NaN NaN
g24-g59-normed NaN NaN
g24-g60-normed NaN NaN
g24-g66-normed NaN NaN
g24-g73-normed NaN 37081942
g24-g82-normed NaN NaN
g24-g86-normed NaN NaN
g24-g93-normed NaN NaN
g25-g58-normed NaN NaN
g25-g59-normed NaN NaN
g25-g60-normed NaN NaN
g25-g66-normed NaN NaN
g25-g73-normed NaN NaN
g25-g82-normed NaN NaN
g25-g86-normed NaN NaN
g25-g93-normed NaN NaN
g26-g58-normed NaN NaN
g26-g59-normed NaN NaN
g26-g60-normed NaN NaN
g26-g66-normed NaN NaN
g26-g73-normed NaN NaN
g26-g82-normed NaN NaN
g26-g86-normed NaN NaN
g26-g93-normed NaN NaN
g27-g58-normed NaN NaN
g27-g59-normed NaN NaN
g27-g60-normed NaN NaN
g27-g66-normed NaN NaN
g27-g73-normed NaN NaN
g27-g82-normed NaN NaN
g27-g86-normed NaN NaN
g27-g93-normed NaN NaN
g28-g58-normed NaN NaN
g28-g59-normed NaN NaN
g28-g60-normed NaN NaN
g28-g66-normed NaN NaN
g28-g73-normed NaN NaN
g28-g82-normed NaN NaN
g28-g86-normed NaN NaN
g28-g93-normed NaN NaN
g29-g58-normed NaN NaN
g29-g59-normed NaN NaN
g29-g60-normed NaN NaN
g29-g66-normed NaN NaN
g29-g73-normed NaN NaN
g29-g82-normed NaN NaN
g29-g86-normed NaN NaN
g29-g93-normed NaN NaN
g3-g58-normed 13039 78422
g3-g59-normed 8078 48392
g3-g60-normed 21336 144626
g3-g66-normed 99702 786599
g3-g73-normed 28987 221005
g3-g82-normed 1379289 14466523
g3-g86-normed 245117 904058
g3-g93-normed 10 26017
g30-g58-normed NaN NaN
g30-g59-normed NaN NaN
g30-g60-normed NaN NaN
g30-g66-normed NaN NaN
g30-g73-normed NaN NaN
g30-g82-normed NaN NaN
g30-g86-normed NaN NaN
g30-g93-normed NaN NaN
g31-g58-normed NaN NaN
g31-g59-normed NaN NaN
g31-g60-normed NaN NaN
g31-g66-normed NaN NaN
g31-g73-normed NaN NaN
g31-g82-normed NaN NaN
g31-g86-normed NaN NaN
g31-g93-normed NaN NaN
g32-g58-normed NaN 531529502
g32-g59-normed NaN 185492695
g32-g60-normed NaN NaN
g32-g66-normed NaN 83552709
g32-g73-normed NaN NaN
g32-g82-normed NaN NaN
g32-g86-normed NaN 45253314
g32-g93-normed NaN NaN
g33-g58-normed NaN NaN
g33-g59-normed NaN NaN
g33-g60-normed NaN NaN
g33-g66-normed NaN NaN
g33-g73-normed NaN NaN
g33-g82-normed NaN NaN
g33-g86-normed NaN NaN
g33-g93-normed NaN NaN
g34-g58-normed NaN NaN
g34-g59-normed NaN NaN
g34-g60-normed NaN NaN
g34-g66-normed NaN NaN
g34-g73-normed NaN NaN
g34-g82-normed NaN NaN
g34-g86-normed NaN NaN
g34-g93-normed NaN NaN
g35-g58-normed NaN NaN
g35-g59-normed NaN NaN
g35-g60-normed NaN NaN
g35-g66-normed NaN NaN
g35-g73-normed NaN NaN
g35-g82-normed NaN NaN
g35-g86-normed NaN NaN
g35-g93-normed NaN NaN
g36-g58-normed NaN NaN
g36-g59-normed NaN NaN
g36-g60-normed NaN NaN
g36-g66-normed NaN NaN
g36-g73-normed NaN NaN
g36-g82-normed NaN NaN
g36-g86-normed NaN NaN
g36-g93-normed NaN NaN
g37-g58-normed NaN NaN
g37-g59-normed NaN NaN
g37-g60-normed NaN NaN
g37-g66-normed NaN NaN
g37-g73-normed NaN NaN
g37-g82-normed NaN NaN
g37-g86-normed NaN NaN
g37-g93-normed NaN NaN
g38-g58-normed 205500 NaN
g38-g59-normed 86210 NaN
g38-g60-normed NaN NaN
g38-g66-normed NaN NaN
g38-g73-normed NaN NaN
g38-g82-normed NaN NaN
g38-g86-normed 116094 943487
g38-g93-normed NaN NaN
g39-g58-normed NaN NaN
g39-g59-normed NaN NaN
g39-g60-normed NaN NaN
g39-g66-normed NaN NaN
g39-g73-normed NaN NaN
g39-g82-normed NaN NaN
g39-g86-normed NaN NaN
g39-g93-normed NaN NaN
g4-g58-normed 74 1749
g4-g59-normed 59 1404
g4-g60-normed 16 440
g4-g66-normed 24066 237663
g4-g73-normed 11 740
g4-g82-normed 85014 1121590
g4-g86-normed 67007 305469
g4-g93-normed NaN NaN
g40-g58-normed NaN NaN
g40-g59-normed NaN NaN
g40-g60-normed NaN NaN
g40-g66-normed NaN NaN
g40-g73-normed NaN NaN
g40-g82-normed NaN NaN
g40-g86-normed NaN NaN
g40-g93-normed NaN NaN
g41-g58-normed NaN NaN
g41-g59-normed NaN NaN
g41-g60-normed NaN NaN
g41-g66-normed NaN NaN
g41-g73-normed NaN NaN
g41-g82-normed NaN NaN
g41-g86-normed NaN NaN
g41-g93-normed NaN NaN
g42-g58-normed NaN NaN
g42-g59-normed NaN NaN
g42-g60-normed NaN NaN
g42-g66-normed NaN NaN
g42-g73-normed NaN NaN
g42-g82-normed NaN NaN
g42-g86-normed NaN NaN
g42-g93-normed NaN NaN
g43-g58-normed NaN NaN
g43-g59-normed NaN NaN
g43-g60-normed NaN NaN
g43-g66-normed NaN NaN
g43-g73-normed NaN NaN
g43-g82-normed NaN NaN
g43-g86-normed NaN NaN
g43-g93-normed NaN NaN
g44-g58-normed NaN NaN
g44-g59-normed NaN NaN
g44-g60-normed NaN NaN
g44-g66-normed NaN NaN
g44-g73-normed NaN NaN
g44-g82-normed NaN NaN
g44-g86-normed NaN NaN
g44-g93-normed NaN NaN
g45-g58-normed NaN NaN
g45-g59-normed NaN NaN
g45-g60-normed NaN NaN
g45-g66-normed NaN NaN
g45-g73-normed NaN NaN
g45-g82-normed NaN NaN
g45-g86-normed NaN NaN
g45-g93-normed NaN NaN
g46-g58-normed NaN NaN
g46-g59-normed NaN NaN
g46-g60-normed NaN NaN
g46-g66-normed NaN NaN
g46-g73-normed NaN NaN
g46-g82-normed NaN NaN
g46-g86-normed NaN NaN
g46-g93-normed NaN NaN
g47-g58-normed NaN NaN
g47-g59-normed NaN NaN
g47-g60-normed NaN NaN
g47-g66-normed NaN NaN
g47-g73-normed NaN NaN
g47-g82-normed NaN NaN
g47-g86-normed NaN NaN
g47-g93-normed NaN NaN
g48-g58-normed NaN NaN
g48-g59-normed NaN NaN
g48-g60-normed NaN NaN
g48-g66-normed NaN NaN
g48-g73-normed NaN NaN
g48-g82-normed NaN NaN
g48-g86-normed NaN NaN
g48-g93-normed NaN NaN
g49-g58-normed NaN NaN
g49-g59-normed NaN NaN
g49-g60-normed NaN NaN
g49-g66-normed NaN NaN
g49-g73-normed NaN NaN
g49-g82-normed NaN NaN
g49-g86-normed NaN NaN
g49-g93-normed NaN NaN
g5-g58-normed 737 4356
g5-g59-normed 464 2999
g5-g60-normed 8894 904
g5-g66-normed 36 5029
g5-g73-normed 5027 1244
g5-g82-normed 1024 46181
g5-g86-normed 5347 19285
g5-g93-normed 11 2325
g50-g58-normed NaN NaN
g50-g59-normed NaN NaN
g50-g60-normed NaN NaN
g50-g66-normed NaN NaN
g50-g73-normed NaN NaN
g50-g82-normed NaN NaN
g50-g86-normed NaN NaN
g50-g93-normed NaN NaN
g6-g58-normed 8937 713200
g6-g59-normed 17266 29568
g6-g60-normed 5724 631836
g6-g66-normed 5235778 44657068
g6-g73-normed 7693 354483
g6-g82-normed NaN NaN
g6-g86-normed NaN NaN
g6-g93-normed 103 3982
g7-g58-normed 144003 776512
g7-g59-normed 97774 893338
g7-g60-normed 7455040 12724170
g7-g66-normed 1111248 7913636
g7-g73-normed NaN 16385255
g7-g82-normed NaN 72928859
g7-g86-normed 54476 285544
g7-g93-normed 21 3254
g8-g58-normed NaN NaN
g8-g59-normed NaN 68733849
g8-g60-normed NaN NaN
g8-g66-normed NaN NaN
g8-g73-normed NaN NaN
g8-g82-normed NaN NaN
g8-g86-normed NaN NaN
g8-g93-normed NaN NaN
g9-g58-normed NaN NaN
g9-g59-normed NaN NaN
g9-g60-normed NaN NaN
g9-g66-normed NaN NaN
g9-g73-normed NaN 1244728
g9-g82-normed NaN NaN
g9-g86-normed NaN NaN
g9-g93-normed NaN NaN
phase-30-150-0.34-0.36-0.42-1 NaN NaN
phase-30-150-0.34-0.36-0.42-2 NaN NaN
phase-30-150-0.34-0.36-0.42-3 NaN NaN
phase-30-150-0.34-0.36-0.42-4 NaN NaN
phase-30-150-0.34-0.36-0.42-5 NaN NaN
phase-30-150-0.34-0.36-0.42-6 NaN NaN
phase-30-150-0.34-0.36-0.42-7 NaN NaN
phase-30-150-0.34-0.36-0.42-8 NaN NaN
phase-30-150-0.38-0.38-0.44-1 NaN NaN
phase-30-150-0.38-0.38-0.44-2 NaN NaN
phase-30-150-0.38-0.38-0.44-3 NaN NaN
phase-30-150-0.38-0.38-0.44-4 NaN NaN
phase-30-150-0.38-0.38-0.44-5 NaN NaN
phase-30-150-0.38-0.38-0.44-6 NaN NaN
phase-30-150-0.38-0.38-0.44-7 NaN NaN
phase-30-150-0.38-0.38-0.44-8 NaN NaN
phase-30-150-0.40-0.46-0.48-1 NaN NaN
phase-30-150-0.40-0.46-0.48-2 NaN NaN
phase-30-150-0.40-0.46-0.48-3 NaN NaN
phase-30-150-0.40-0.46-0.48-4 NaN NaN
phase-30-150-0.40-0.46-0.48-5 NaN NaN
phase-30-150-0.40-0.46-0.48-6 NaN NaN
phase-30-150-0.40-0.46-0.48-7 NaN NaN
phase-30-150-0.40-0.46-0.48-8 NaN NaN
phase-30-150-0.42-0.46-0.50-1 NaN NaN
phase-30-150-0.42-0.46-0.50-2 NaN NaN
phase-30-150-0.42-0.46-0.50-3 NaN NaN
phase-30-150-0.42-0.46-0.50-4 NaN NaN
phase-30-150-0.42-0.46-0.50-5 NaN NaN
phase-30-150-0.42-0.46-0.50-6 NaN NaN
phase-30-150-0.42-0.46-0.50-7 NaN NaN
phase-30-150-0.42-0.46-0.50-8 NaN NaN
phase-30-150-0.44-0.46-0.50-1 NaN NaN
phase-30-150-0.44-0.46-0.50-2 NaN NaN
phase-30-150-0.44-0.46-0.50-3 NaN NaN
phase-30-150-0.44-0.46-0.50-4 NaN NaN
phase-30-150-0.44-0.46-0.50-5 NaN NaN
phase-30-150-0.44-0.46-0.50-6 NaN NaN
phase-30-150-0.44-0.46-0.50-7 NaN NaN
phase-30-150-0.44-0.46-0.50-8 NaN NaN
phase-30-150-0.46-0.50-0.52-1 NaN NaN
phase-30-150-0.46-0.50-0.52-2 NaN NaN
phase-30-150-0.46-0.50-0.52-3 NaN NaN
phase-30-150-0.46-0.50-0.52-4 NaN NaN
phase-30-150-0.46-0.50-0.52-5 NaN NaN
phase-30-150-0.46-0.50-0.52-6 NaN NaN
phase-30-150-0.46-0.50-0.52-7 NaN NaN
phase-30-150-0.46-0.50-0.52-8 NaN NaN
phase-30-150-0.48-0.50-0.54-1 NaN NaN
phase-30-150-0.48-0.50-0.54-2 NaN NaN
phase-30-150-0.48-0.50-0.54-3 NaN NaN
phase-30-150-0.48-0.50-0.54-4 NaN NaN
phase-30-150-0.48-0.50-0.54-5 NaN NaN
phase-30-150-0.48-0.50-0.54-6 NaN NaN
phase-30-150-0.48-0.50-0.54-7 NaN NaN
phase-30-150-0.48-0.50-0.54-8 NaN NaN
phase-30-150-0.50-0.52-0.54-1 NaN NaN
phase-30-150-0.50-0.52-0.54-2 NaN NaN
phase-30-150-0.50-0.52-0.54-3 NaN NaN
phase-30-150-0.50-0.52-0.54-4 NaN NaN
phase-30-150-0.50-0.52-0.54-5 NaN NaN
phase-30-150-0.50-0.52-0.54-6 NaN NaN
phase-30-150-0.50-0.52-0.54-7 NaN NaN
phase-30-150-0.50-0.52-0.54-8 NaN NaN
phase-30-150-0.52-0.54-0.56-1 NaN NaN
phase-30-150-0.52-0.54-0.56-2 NaN NaN
phase-30-150-0.52-0.54-0.56-3 NaN NaN
phase-30-150-0.52-0.54-0.56-4 NaN NaN
phase-30-150-0.52-0.54-0.56-5 NaN NaN
phase-30-150-0.52-0.54-0.56-6 NaN NaN
phase-30-150-0.52-0.54-0.56-7 NaN NaN
phase-30-150-0.52-0.54-0.56-8 NaN NaN
phase-30-150-0.54-0.56-0.58-1 NaN NaN
phase-30-150-0.54-0.56-0.58-2 NaN NaN
phase-30-150-0.54-0.56-0.58-3 NaN NaN
phase-30-150-0.54-0.56-0.58-4 NaN NaN
phase-30-150-0.54-0.56-0.58-5 NaN NaN
phase-30-150-0.54-0.56-0.58-6 NaN NaN
phase-30-150-0.54-0.56-0.58-7 NaN NaN
phase-30-150-0.54-0.56-0.58-8 NaN NaN
phase-30-150-0.56-0.56-0.60-1 NaN NaN
phase-30-150-0.56-0.56-0.60-2 NaN NaN
phase-30-150-0.56-0.56-0.60-3 NaN NaN
phase-30-150-0.56-0.56-0.60-4 NaN NaN
phase-30-150-0.56-0.56-0.60-5 NaN NaN
phase-30-150-0.56-0.56-0.60-6 NaN NaN
phase-30-150-0.56-0.56-0.60-7 NaN NaN
phase-30-150-0.56-0.56-0.60-8 NaN NaN
phase-30-150-0.60-0.58-0.62-1 NaN NaN
phase-30-150-0.60-0.58-0.62-2 NaN NaN
phase-30-150-0.60-0.58-0.62-3 NaN NaN
phase-30-150-0.60-0.58-0.62-4 NaN NaN
phase-30-150-0.60-0.58-0.62-5 NaN NaN
phase-30-150-0.60-0.58-0.62-6 NaN NaN
phase-30-150-0.60-0.58-0.62-7 NaN NaN
phase-30-150-0.60-0.58-0.62-8 NaN NaN
phase-30-150-0.64-0.62-0.64-1 NaN NaN
phase-30-150-0.64-0.62-0.64-2 NaN NaN
phase-30-150-0.64-0.62-0.64-3 NaN NaN
phase-30-150-0.64-0.62-0.64-4 NaN NaN
phase-30-150-0.64-0.62-0.64-5 NaN NaN
phase-30-150-0.64-0.62-0.64-6 NaN NaN
phase-30-150-0.64-0.62-0.64-7 NaN NaN
phase-30-150-0.64-0.62-0.64-8 NaN NaN
phase-30-150-0.66-0.64-0.66-1 NaN NaN
phase-30-150-0.66-0.64-0.66-2 NaN NaN
phase-30-150-0.66-0.64-0.66-3 NaN NaN
phase-30-150-0.66-0.64-0.66-4 NaN NaN
phase-30-150-0.66-0.64-0.66-5 NaN NaN
phase-30-150-0.66-0.64-0.66-6 NaN NaN
phase-30-150-0.66-0.64-0.66-7 NaN NaN
phase-30-150-0.66-0.64-0.66-8 NaN NaN
phase-30-150-0.68-0.64-0.68-1 NaN NaN
phase-30-150-0.68-0.64-0.68-2 NaN NaN
phase-30-150-0.68-0.64-0.68-3 NaN NaN
phase-30-150-0.68-0.64-0.68-4 NaN NaN
phase-30-150-0.68-0.64-0.68-5 NaN NaN
phase-30-150-0.68-0.64-0.68-6 NaN NaN
phase-30-150-0.68-0.64-0.68-7 NaN NaN
phase-30-150-0.68-0.64-0.68-8 NaN NaN
phase-30-150-0.70-0.66-0.70-1 NaN NaN
phase-30-150-0.70-0.66-0.70-2 NaN NaN
phase-30-150-0.70-0.66-0.70-3 NaN NaN
phase-30-150-0.70-0.66-0.70-4 NaN NaN
phase-30-150-0.70-0.66-0.70-5 NaN NaN
phase-30-150-0.70-0.66-0.70-6 NaN NaN
phase-30-150-0.70-0.66-0.70-7 NaN NaN
phase-30-150-0.70-0.66-0.70-8 NaN NaN
phase-30-150-0.72-0.66-0.70-1 NaN NaN
phase-30-150-0.72-0.66-0.70-2 NaN NaN
phase-30-150-0.72-0.66-0.70-3 NaN NaN
phase-30-150-0.72-0.66-0.70-4 NaN NaN
phase-30-150-0.72-0.66-0.70-5 NaN NaN
phase-30-150-0.72-0.66-0.70-6 NaN NaN
phase-30-150-0.72-0.66-0.70-7 NaN NaN
phase-30-150-0.72-0.66-0.70-8 NaN NaN
phase-30-150-0.74-0.68-0.70-1 NaN NaN
phase-30-150-0.74-0.68-0.70-2 NaN NaN
phase-30-150-0.74-0.68-0.70-3 NaN NaN
phase-30-150-0.74-0.68-0.70-4 NaN NaN
phase-30-150-0.74-0.68-0.70-5 NaN NaN
phase-30-150-0.74-0.68-0.70-6 NaN NaN
phase-30-150-0.74-0.68-0.70-7 NaN NaN
phase-30-150-0.74-0.68-0.70-8 NaN NaN
phase-30-150-0.76-0.70-0.72-1 NaN NaN
phase-30-150-0.76-0.70-0.72-2 NaN NaN
phase-30-150-0.76-0.70-0.72-3 NaN NaN
phase-30-150-0.76-0.70-0.72-4 NaN NaN
phase-30-150-0.76-0.70-0.72-5 NaN NaN
phase-30-150-0.76-0.70-0.72-6 NaN NaN
phase-30-150-0.76-0.70-0.72-7 NaN NaN
phase-30-150-0.76-0.70-0.72-8 NaN NaN
phase-30-150-0.78-0.72-0.74-1 NaN NaN
