instance clique james-cpp-max kdown clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t4 kdown-par/t8 kdown-par/t16 kdown-par/t32 kdown-par/t64 clique-cilk/t32 kdown-cilk/t32 clique-cilk/t32r kdown-cilk/t32r kdown-par/t32r james-cpp-max-par/t32r
mcs70_b09_s40_AB07 100001 2598 100000 100002 59909 40285 40188 40150 569 389 317 100000 69181 42783 50078 56738 47666 22634 47713 23072 49123 317
mcs70_b09_s40_AB08 100000 2530 100000 100002 58009 38811 36688 38768 489 341 280 100000 68863 44118 38027 55292 45695 26050 45990 27532 41366 287
mcs70_b09_s40_AB09 100001 3475 100000 100003 71917 48144 48150 48114 725 443 353 100000 82681 52680 59683 68880 57439 32379 56815 33689 52893 363
mcs70_b09_s50_AB00 100001 100000 100000 100004 100005 100007 100009 100006 24364 15635 13180 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 12920
mcs70_b09_s50_AB01 100001 100000 100000 100004 100006 100007 100009 100006 26172 16610 13483 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 13664
mcs70_b09_s50_AB02 100000 100000 100000 100004 100004 100006 100007 100007 30454 19477 16006 100000 100000 100001 100002 100007 100001 100002 100001 100003 100002 15755
mcs70_b09_s50_AB03 100000 89678 100000 100004 100005 100006 100009 100007 18443 12761 10292 100000 100000 100001 100002 100007 100001 100003 100001 100003 100002 10392
mcs70_b09_s50_AB04 100000 100000 100000 100004 100004 100007 100009 100006 18019 12605 10272 100000 100000 100001 100002 100006 100001 100003 100001 100004 100002 10522
mcs70_b09_s50_AB05 100000 100000 100000 100004 100005 100007 100009 100006 58277 43524 10524 100000 100000 100001 100002 100008 100001 100003 100001 100003 100002 10565
mcs70_b09_s50_AB06 100000 94697 100000 100004 100005 100007 100009 100006 21893 14939 12526 100000 100000 100001 100002 100007 100001 100003 100001 100003 100002 12648
mcs70_b09_s50_AB07 100000 100000 100000 100004 100005 100006 100009 100006 19743 12127 10403 100000 100000 100001 100002 100006 100001 100003 100001 100003 100002 9850
mcs70_b09_s50_AB08 100000 100000 100000 100004 100005 100006 100009 100006 22926 15618 12634 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 12678
mcs70_b09_s50_AB09 100001 100000 100000 100005 100005 100006 100008 100007 10974 7481 6217 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 6144
mcs70_b09m_s15_AB00 6 1 58 7 7 8 11 9 2 4 11 28 18 22 44 67 39 31 20 33 44 7
mcs70_b09m_s15_AB01 6 1 73 5 7 9 10 9 3 4 6 32 23 32 51 91 27 27 34 35 54 6
mcs70_b09m_s15_AB02 6 1 76 7 8 9 11 10 3 4 7 39 20 26 48 68 35 39 15 21 48 7
mcs70_b09m_s15_AB03 6 0 37 6 8 9 12 7 1 3 6 23 15 19 36 58 20 21 35 28 38 6
mcs70_b09m_s15_AB04 5 0 35 6 8 9 12 9 2 3 8 20 12 17 36 59 61 23 27 45 36 6
mcs70_b09m_s15_AB05 6 1 51 6 8 7 12 8 3 5 8 36 19 26 48 78 28 30 34 36 47 10
mcs70_b09m_s15_AB06 6 2 71 7 7 8 10 9 3 4 8 35 20 28 44 68 29 34 36 35 44 7
mcs70_b09m_s15_AB07 6 1 58 6 7 9 10 10 4 5 9 32 22 23 44 66 31 50 24 20 42 9
mcs70_b09m_s15_AB08 6 0 30 7 9 9 12 8 1 3 5 16 13 18 26 45 54 29 27 18 25 5
mcs70_b09m_s15_AB09 6 1 40 8 9 9 11 9 3 4 7 21 18 19 35 66 36 21 22 34 36 8
mcs70_b09m_s20_AB00 32 4 289 20 20 24 26 24 5 9 12 142 71 66 110 134 43 78 34 55 109 12
mcs70_b09m_s20_AB01 37 22 604 22 24 24 24 23 12 17 22 270 134 117 202 223 33 88 39 90 206 20
mcs70_b09m_s20_AB02 49 18 420 23 21 25 27 26 6 9 12 199 118 88 150 157 42 67 46 63 156 12
mcs70_b09m_s20_AB03 52 19 497 23 22 27 26 24 7 11 14 182 111 104 163 171 36 80 39 75 185 15
mcs70_b09m_s20_AB04 40 11 452 23 23 26 25 24 9 12 14 187 101 89 144 188 56 59 33 63 150 14
mcs70_b09m_s20_AB05 43 13 665 22 23 22 23 22 6 11 15 246 140 113 203 205 46 82 51 73 194 13
mcs70_b09m_s20_AB06 43 22 675 23 23 24 27 25 13 14 21 299 209 156 264 226 46 105 45 85 261 22
mcs70_b09m_s20_AB07 45 10 428 24 23 26 26 25 7 10 11 202 112 95 133 146 42 72 55 60 138 13
mcs70_b09m_s20_AB08 43 16 552 22 22 24 27 26 10 16 18 319 172 126 186 238 52 97 33 82 200 18
mcs70_b09m_s20_AB09 40 11 668 21 22 24 27 24 12 15 19 269 154 116 179 224 42 99 43 84 190 21
mcs70_b09m_s25_AB00 480 263 8872 97 73 74 78 71 41 40 56 2866 1694 1574 2075 1902 101 710 90 669 2000 51
mcs70_b09m_s25_AB01 394 103 5733 93 61 69 77 62 103 74 64 2709 1251 1069 1581 1338 85 655 77 673 1581 61
mcs70_b09m_s25_AB02 317 174 5145 82 65 62 66 73 28 27 42 2331 1340 1134 1452 1273 88 559 75 583 1435 41
mcs70_b09m_s25_AB03 321 157 9658 84 69 63 75 65 67 44 67 3946 2020 1703 2546 2173 83 900 97 684 2469 62
mcs70_b09m_s25_AB04 651 210 12564 119 97 81 86 86 42 39 47 4236 2533 2219 3043 2864 114 1524 114 1341 3219 48
mcs70_b09m_s25_AB05 446 123 9446 110 73 68 96 82 41 44 51 4057 2577 1890 2670 2219 101 1092 103 1104 2651 51
mcs70_b09m_s25_AB06 669 390 12309 124 93 82 89 76 53 62 61 4691 3100 2048 3308 2943 106 1262 106 1161 3687 62
mcs70_b09m_s25_AB07 467 291 11264 106 78 77 89 80 44 40 50 4327 2555 2051 2791 2656 90 1004 111 1012 2689 49
mcs70_b09m_s25_AB08 291 122 3799 81 63 72 61 62 19 22 45 1581 1035 683 934 858 103 405 89 501 951 31
mcs70_b09m_s25_AB09 539 201 8285 110 81 74 86 71 45 45 47 4598 2288 1936 2749 2195 90 1029 89 1003 2834 48
mcs70_b09m_s30_AB00 7315 1027 21673 883 321 268 284 270 119 132 109 9254 5181 3491 4565 4254 363 2447 375 2590 4830 93
mcs70_b09m_s30_AB01 6166 1187 45563 857 378 338 394 325 806 359 225 18702 11190 8188 9185 8237 440 4257 477 4497 9595 230
mcs70_b09m_s30_AB02 6369 1645 19942 824 324 269 291 284 62 57 67 8739 4748 3522 4563 4297 379 2093 377 1918 4514 69
mcs70_b09m_s30_AB03 2461 201 20842 357 231 197 203 182 64 63 59 8608 5153 3639 4396 4294 226 2098 234 2519 4413 57
mcs70_b09m_s30_AB04 4431 187 21429 569 309 264 301 269 76 56 60 8723 5291 3608 3824 3633 352 2498 339 2472 3832 68
mcs70_b09m_s30_AB05 5691 1239 37178 728 347 296 318 292 322 99 113 14920 7894 5740 8535 7713 412 3458 401 3443 8348 103
mcs70_b09m_s30_AB06 4311 528 47413 664 433 335 371 334 180 161 88 22249 12437 8200 11067 10953 407 5576 423 5334 10234 99
mcs70_b09m_s30_AB07 10563 929 35918 1312 619 446 432 420 110 102 91 13964 8979 5536 7128 6307 611 4163 622 3607 7174 97
mcs70_b09m_s30_AB08 4100 1668 25675 559 308 251 244 253 266 97 117 9735 5701 3789 4562 4554 339 2288 329 2095 4719 111
mcs70_b09m_s30_AB09 5692 463 37918 679 427 358 523 365 151 123 82 15495 9585 6292 7979 7672 458 4408 481 4510 7891 81
mcs70_b09m_s35_AB00 81856 8340 100000 8823 4831 3021 2978 2977 318 230 208 64965 39339 24849 27576 29929 3647 18045 3742 17446 27640 222
mcs70_b09m_s35_AB01 100000 5624 100000 19451 9872 6614 6691 6581 6484 3498 349 62897 35106 23306 25606 26476 8428 17283 8387 15275 25850 317
mcs70_b09m_s35_AB02 100000 1185 100000 10173 5314 3632 3690 3654 451 402 207 54963 29841 22089 24172 23504 4365 15656 4354 15118 23166 203
mcs70_b09m_s35_AB03 100000 7665 100000 19700 7321 2733 2728 2716 387 291 255 46541 27353 19038 19726 17484 4887 12223 4648 12261 19941 240
mcs70_b09m_s35_AB04 100000 16224 100000 21752 6463 4329 4336 4357 360 277 231 73366 41724 29828 30671 30887 6167 18805 6429 19472 31251 228
mcs70_b09m_s35_AB05 71081 12000 100000 9475 4701 3163 3174 3161 393 344 364 52304 29574 20175 22578 22562 4002 10511 4034 12630 22516 327
mcs70_b09m_s35_AB06 100000 8902 100000 18603 4946 3376 3107 3398 888 883 693 64163 37640 23680 28243 30137 4396 18976 4656 16222 27618 906
mcs70_b09m_s35_AB07 100000 7823 100000 10568 5497 3612 3664 3619 2540 285 323 57681 37049 22088 25289 25859 4511 16842 4538 17162 25095 1271
mcs70_b09m_s35_AB08 100000 5941 100000 11052 3715 2494 2512 2502 1334 383 550 47507 27219 18165 22246 20202 3513 13310 3571 12592 22086 368
mcs70_b09m_s35_AB09 88636 20480 100000 8062 4194 2790 2817 2790 3035 378 338 53285 33185 22024 25910 26074 3506 13522 3511 13612 24412 331
mcs70_b09m_s40_AB00 100000 30785 100000 100002 74394 49710 49779 50153 920 868 797 100000 85538 55220 56857 52176 59794 38368 59563 41567 50745 802
mcs70_b09m_s40_AB01 100000 77964 100000 100003 100003 92039 90486 92189 1351 1058 1049 100000 100000 100001 97616 100006 100001 74946 100001 68971 90164 1134
mcs70_b09m_s40_AB02 100000 100000 100000 100003 86903 58580 58274 58366 8970 1280 1352 100000 100000 100001 100002 100006 69390 67879 69898 80798 100002 1366
mcs70_b09m_s40_AB03 100000 82952 100000 100003 100003 93480 69269 93742 700 555 481 100000 100000 77145 64085 70766 100000 59412 100001 57575 63534 483
mcs70_b09m_s40_AB04 100000 28940 100000 100002 84625 57443 57846 57039 40191 35947 4469 100000 100000 77655 75788 73178 67730 55386 67619 56383 76760 4981
mcs70_b09m_s40_AB05 100000 61362 100000 100003 100003 100003 100006 100004 43622 7112 4310 100000 100000 66090 55494 63628 100001 55304 100001 49010 66092 4491
mcs70_b09m_s40_AB06 100000 72833 100000 100003 76664 52481 53096 52599 1034 774 637 100000 100000 91203 80587 100006 61325 65186 60934 61450 79824 623
mcs70_b09m_s40_AB07 100000 18023 100000 100002 73733 49316 25875 49397 6121 1200 3268 100000 100000 78048 79380 90546 58868 49830 57873 51401 76261 1106
mcs70_b09m_s40_AB08 100000 45906 100000 100003 100003 100005 100006 100004 797 674 544 100000 81441 60970 51705 53584 100001 48435 100001 35592 46241 542
mcs70_b09m_s40_AB09 100000 3351 100000 100003 100003 85235 92014 85099 2178 2087 474 100000 100000 72682 55501 64313 100001 50384 100001 44521 55294 2576
mcs70_b09m_s50_AB00 100001 100000 100000 100005 100005 100006 100009 100006 100000 67185 8626 100000 100000 100001 100002 100006 100001 100004 100001 100003 100002 8623
mcs70_b09m_s50_AB01 100000 77720 100000 100005 100005 100005 100009 100006 28218 22124 20819 100000 100000 100001 100002 100006 100001 100004 100002 100004 100002 21020
mcs70_b09m_s50_AB02 100001 100000 100000 100004 100004 100006 100009 100006 26387 17577 15409 100000 100000 100001 100002 100007 100001 100004 100001 100004 100002 15311
mcs70_b09m_s50_AB03 100001 100000 100000 100005 100005 100006 100009 100006 100000 82815 100002 100000 100000 100001 100002 100007 100001 100004 100001 100004 100002 98133
mcs70_b09m_s50_AB04 100001 100000 100000 100004 100005 100007 100008 100006 59381 36544 35395 100000 100000 100001 100002 100007 100001 100003 100002 100003 100002 100001
mcs70_b09m_s50_AB05 100000 100000 100000 100004 100004 100006 100009 100007 100000 100001 100002 100000 100000 100001 100003 100007 100001 100003 100001 100003 100002 100002
mcs70_b09m_s50_AB06 100000 100000 100000 100004 100005 100006 100008 100007 100000 100001 20002 100000 100000 100001 100002 100007 100001 100003 100001 100003 100002 20005
mcs70_b09m_s50_AB07 100000 39466 100000 100004 100005 100006 100008 100006 11563 8321 7061 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 7138
mcs70_b09m_s50_AB08 100001 100000 100000 100005 100004 100005 100010 100006 100000 100000 100002 100000 100000 100001 100002 100007 100001 100004 100001 100005 100002 68226
mcs70_b09m_s50_AB09 100001 100000 100000 100004 100004 100006 100007 100006 52091 21914 21983 100000 100000 100001 100002 100006 100001 100004 100001 100004 100002 22304
mcs70_m2D_s15_AB00 8 0 11 9 10 10 12 10 2 3 6 8 6 9 23 31 16 25 33 25 18 6
mcs70_m2D_s15_AB01 11 1 28 7 9 11 14 9 2 3 6 25 17 16 27 41 22 17 43 30 26 8
mcs70_m2D_s15_AB02 11 0 27 9 9 11 12 9 3 5 9 13 11 21 32 54 22 36 23 28 37 10
mcs70_m2D_s15_AB03 7 0 9 8 10 12 11 10 2 3 5 7 5 10 20 34 25 44 43 43 20 6
mcs70_m2D_s15_AB04 10 0 15 8 11 9 13 10 1 2 4 4 4 7 15 29 33 18 29 18 14 5
mcs70_m2D_s15_AB05 8 0 20 7 9 9 12 11 1 2 5 9 9 10 18 33 25 16 31 26 18 5
mcs70_m2D_s15_AB06 11 0 24 8 9 10 12 11 3 4 7 13 12 16 27 47 49 21 27 24 28 8
mcs70_m2D_s15_AB07 11 1 72 8 9 11 12 9 3 4 8 15 10 15 29 49 23 44 32 26 29 8
mcs70_m2D_s15_AB08 8 0 19 7 11 10 14 10 1 2 6 10 9 13 31 40 23 26 24 19 24 5
mcs70_m2D_s15_AB09 8 0 4 8 9 10 13 11 2 4 6 7 6 7 13 26 27 22 34 21 14 7
mcs70_m2D_s25_AB00 5637 74 4433 672 398 336 369 321 28 17 23 5244 2793 2217 3597 2767 453 443 447 429 4017 19
mcs70_m2D_s25_AB01 24419 27 3286 3006 1570 1248 1223 1255 12 13 17 1425 578 409 487 760 1963 436 1976 393 506 17
mcs70_m2D_s25_AB02 4582 74 2698 641 385 312 340 307 14 15 18 1615 988 1108 1772 1738 422 549 450 556 1799 20
mcs70_m2D_s25_AB03 20702 39 1874 2472 1242 956 980 934 24 13 18 1925 886 757 875 813 1576 177 1470 217 903 20
mcs70_m2D_s25_AB04 7538 126 1597 988 565 460 472 456 18 12 17 859 523 431 643 844 659 200 644 257 640 18
mcs70_m2D_s25_AB05 5293 49 2274 766 459 313 347 323 24 16 17 2430 1696 1084 1097 1398 507 353 493 347 1083 18
mcs70_m2D_s25_AB06 4735 45 1907 650 367 304 343 306 13 11 17 1147 813 593 1064 1338 418 319 405 327 1019 19
mcs70_m2D_s25_AB07 6455 179 2638 866 494 406 424 401 28 16 20 4725 2985 2208 2390 1873 612 580 599 545 2409 20
mcs70_m2D_s25_AB08 7199 67 5240 924 519 435 450 432 16 13 19 2934 1444 1128 1596 1253 604 517 602 568 1786 19
mcs70_m2D_s25_AB09 20332 92 5179 2418 1079 926 1019 935 19 16 19 5764 4219 2393 1949 2167 1548 733 1499 682 1927 19
mcs70_m2D_s35_AB00 100000 821 100000 100002 100003 100005 100005 100004 126 225 258 39757 24417 17189 22161 27872 100000 10643 100000 8505 20857 74
mcs70_m2D_s35_AB01 100000 3679 100000 100003 100003 100005 100007 100004 734 418 320 100000 100000 85647 94291 100007 100001 100001 100000 100001 90455 358
mcs70_m2D_s35_AB02 100000 3479 100000 100003 100003 100004 100007 100005 696 356 210 100000 100000 60881 56736 77210 100001 59614 100001 66034 56385 202
mcs70_m2D_s35_AB03 100000 5214 100000 100003 100003 100004 100006 100004 399 261 152 100000 83614 44903 55007 67656 100000 33609 100001 45601 55194 174
mcs70_m2D_s35_AB04 100000 3696 100000 100002 100003 100004 100006 100004 592 291 188 100000 100000 82608 100002 100007 100001 58360 100000 76010 100002 189
mcs70_m2D_s35_AB05 100000 2940 100000 100003 100003 100004 100007 100004 370 292 311 67640 39962 25094 33653 54643 100000 23091 100001 19938 29996 315
mcs70_m2D_s35_AB06 100000 17970 100000 100002 100002 100004 100006 100005 3878 2138 1189 100000 100000 100001 100002 100006 100000 100001 100000 100001 100002 1229
mcs70_m2D_s35_AB07 100000 4465 100000 100002 100003 100004 100006 100005 1062 437 254 100000 100000 100001 100002 100007 100000 49833 100000 73363 100002 447
mcs70_m2D_s35_AB08 100000 4527 100000 100002 100003 100004 100006 100004 532 290 142 100000 63422 37443 37762 39360 100000 24018 100000 24277 41312 85
mcs70_m2D_s35_AB09 100000 4778 100000 100002 100003 100004 100006 100004 635 421 289 100000 100000 93943 85029 100006 100001 69337 100001 66490 80158 259
mcs70_m2D_s40_AB00 100001 100000 100000 100003 100003 100005 100007 100005 16923 21389 10535 100000 100000 100001 100003 100007 100001 100003 100001 100003 100003 9675
mcs70_m2D_s40_AB01 100000 100000 100000 100003 100003 100004 100006 100005 20747 13123 8863 100000 100001 100001 100002 100007 100001 100002 100001 100002 100002 8447
mcs70_m2D_s40_AB02 100000 64343 100000 100003 100004 100005 100007 100005 13481 7693 4733 100000 100000 100001 100002 100006 100001 100003 100001 100003 100003 4865
mcs70_m2D_s40_AB03 100000 92717 100000 100003 100004 100004 100006 100005 11363 6861 5713 100000 100000 100001 100003 100006 100001 100001 100001 100002 100003 6003
mcs70_m2D_s40_AB04 100000 74082 100000 100003 100003 100005 100008 100004 13170 7660 5429 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 5703
mcs70_m2D_s40_AB05 100001 66204 100000 100003 100003 100005 100006 100005 17309 11674 7267 100000 100000 100001 100003 100008 100001 100002 100001 100003 100003 6976
mcs70_m2D_s40_AB06 100000 85558 100000 100003 100003 100005 100008 100004 13614 8221 5400 100000 100000 100001 100002 100007 100001 100002 100001 100003 100003 5310
mcs70_m2D_s40_AB07 100000 100000 100000 100003 100003 100004 100006 100006 35940 19772 15876 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 14772
mcs70_m2D_s40_AB08 100000 100000 100000 100003 100003 100004 100007 100006 19723 9799 7562 100000 100000 100001 100002 100007 100001 100002 100001 100002 100003 7505
mcs70_m2D_s40_AB09 100000 35825 100000 100002 100003 100005 100007 100006 6321 3535 2241 100000 100000 100001 100003 100007 100001 100002 100002 100002 100003 3589
mcs70_m2D_s50_AB00 100001 100000 100000 100004 100005 100005 100008 100005 100000 100001 71828 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 71695
mcs70_m2D_s50_AB01 100001 100000 100000 100005 100005 100005 100009 100007 100000 100001 100002 100000 100000 100001 100002 100006 100002 100003 100002 100003 100002 100001
mcs70_m2D_s50_AB02 100001 100000 100000 100004 100004 100006 100008 100006 100000 100000 100001 100000 100000 100001 100002 100007 100002 100003 100002 100003 100002 100001
mcs70_m2D_s50_AB03 100001 100000 100000 100004 100005 100006 100008 100006 100000 100001 78282 100000 100000 100001 100003 100007 100002 100003 100002 100003 100002 81462
mcs70_m2D_s50_AB04 100001 100000 100000 100004 100004 100006 100007 100005 100000 100001 100001 100000 100000 100001 100002 100007 100002 100002 100002 100002 100002 87642
mcs70_m2D_s50_AB05 100001 100000 100000 100004 100005 100007 100008 100006 100000 100000 100001 100000 100000 100001 100003 100007 100002 100002 100002 100002 100003 100001
mcs70_m2D_s50_AB06 100001 100000 100000 100005 100005 100007 100008 100007 89805 52263 8851 100000 100000 100001 100003 100007 100002 100002 100002 100002 100002 40094
mcs70_m2D_s50_AB07 100001 100000 100000 100005 100004 100006 100009 100006 100000 100001 58330 100000 100000 100001 100002 100007 100002 100003 100002 100002 100002 58231
mcs70_m2D_s50_AB08 100001 100000 100000 100004 100004 100006 100008 100005 100000 100000 54281 100000 100000 100001 100002 100006 100002 100003 100002 100003 100002 32624
mcs70_m2D_s50_AB09 100001 100000 100000 100004 100005 100006 100008 100006 100000 96489 100001 100000 100000 100001 100002 100006 100002 100003 100002 100003 100002 89683
mcs70_m2Dr2_s15_AB00 7 0 30 10 11 10 13 10 2 3 8 20 11 19 30 46 22 55 22 27 29 6
mcs70_m2Dr2_s15_AB01 9 1 43 8 9 11 12 10 3 6 12 42 25 29 41 70 23 18 27 27 39 10
mcs70_m2Dr2_s15_AB02 10 1 45 7 11 9 10 11 3 4 9 22 15 17 31 49 16 39 28 20 30 8
mcs70_m2Dr2_s15_AB03 8 0 50 8 10 10 11 11 2 4 7 27 15 18 34 49 29 25 29 29 34 7
mcs70_m2Dr2_s15_AB04 7 1 27 8 9 10 12 11 3 5 8 21 16 19 32 53 27 21 20 46 34 8
mcs70_m2Dr2_s15_AB05 8 0 30 8 10 10 11 10 3 3 7 9 8 12 28 44 31 19 34 28 22 8
mcs70_m2Dr2_s15_AB06 10 1 28 7 9 10 12 10 4 6 9 25 16 19 37 57 22 17 38 33 37 8
mcs70_m2Dr2_s15_AB07 8 1 18 8 9 11 13 10 2 4 8 21 18 17 27 47 31 20 16 37 27 9
mcs70_m2Dr2_s15_AB08 7 0 15 8 8 10 12 12 2 4 7 15 12 15 27 44 33 18 37 21 27 7
mcs70_m2Dr2_s15_AB09 10 1 47 8 10 10 13 10 3 5 10 19 15 20 36 62 27 32 26 24 35 11
mcs70_m2Dr2_s25_AB00 11391 134 4472 1514 846 645 687 645 28 21 22 3324 1340 1222 1804 2065 1026 638 1004 583 1826 23
mcs70_m2Dr2_s25_AB01 2764 181 8562 412 267 228 280 237 32 21 24 3143 2266 1374 2244 3179 314 605 324 634 2263 27
mcs70_m2Dr2_s25_AB02 7089 141 5532 881 464 362 375 372 21 16 21 8038 6084 4084 5002 4269 623 853 588 824 5164 21
mcs70_m2Dr2_s25_AB03 10914 197 18286 1299 707 603 601 591 47 31 29 6517 3198 2380 2752 3473 926 1856 930 1305 2760 29
mcs70_m2Dr2_s25_AB04 8577 144 10440 1167 655 604 608 578 34 20 25 4141 3094 2924 3003 4792 866 912 901 953 2962 24
mcs70_m2Dr2_s25_AB05 15349 125 1760 1843 978 693 706 695 31 22 23 3400 1431 1336 1730 1869 1096 553 1072 558 1702 23
mcs70_m2Dr2_s25_AB06 21473 89 2674 2711 1395 1129 929 1126 21 16 21 2277 1347 1224 1453 1776 1805 490 1769 503 1645 21
mcs70_m2Dr2_s25_AB07 7601 100 4480 920 501 425 461 430 25 17 22 4150 2366 1566 2386 1974 614 637 654 689 2468 20
mcs70_m2Dr2_s25_AB08 8460 123 5002 1086 606 487 502 486 26 19 21 4804 2787 2240 2012 2563 723 669 740 747 2050 22
mcs70_m2Dr2_s25_AB09 10294 85 7055 1182 705 581 649 585 16 16 23 1880 979 1068 1804 1154 846 858 854 863 1866 22
mcs70_m2Dr2_s35_AB00 100000 6906 100000 100003 100003 100004 100007 100004 1760 1324 861 100000 100000 100001 100002 100006 100001 100001 100001 100002 100003 527
mcs70_m2Dr2_s35_AB01 100000 9735 100000 100003 100003 100004 100006 100005 5097 1874 1061 100000 100000 100001 100002 100006 100001 100001 100001 100001 100003 1258
mcs70_m2Dr2_s35_AB02 100000 6744 100000 100002 100003 100004 100007 100004 823 816 464 59910 38293 29521 37027 33876 100001 18525 100000 20353 36593 454
mcs70_m2Dr2_s35_AB03 100000 2852 59906 100002 100003 100004 100006 100004 228 249 126 21734 13250 9773 13236 13012 100001 6178 100000 6981 13148 256
mcs70_m2Dr2_s35_AB04 100000 6661 100000 100002 100002 100005 100006 100004 824 505 381 100000 100000 100001 100003 100006 100000 100001 100000 98867 100002 400
mcs70_m2Dr2_s35_AB05 100000 9029 100000 100002 100003 100004 100005 100004 1707 466 305 100000 100000 98516 100002 93733 100000 40912 100001 53208 100003 323
mcs70_m2Dr2_s35_AB06 100000 6080 100000 100002 100003 100004 100006 100004 3286 1985 1090 100000 100000 100001 100002 100006 100000 100002 100000 100002 100003 1090
mcs70_m2Dr2_s35_AB07 100000 5328 100000 100002 100003 100004 100007 100004 232 700 167 96993 57072 39758 46149 55163 100000 28883 100001 24453 48693 151
mcs70_m2Dr2_s35_AB08 100000 5472 100000 100002 100003 100005 100006 100004 2340 1237 682 100000 100000 100001 100002 100005 100001 100001 100001 100002 100002 777
mcs70_m2Dr2_s35_AB09 100000 23539 100000 100003 100003 100005 100007 100004 473 372 330 70121 45273 28264 34699 35688 100001 15851 100000 14530 42544 127
mcs70_m2Dr2_s40_AB00 100000 100000 100000 100003 100003 100004 100007 100005 100000 80131 58032 100000 100000 100001 100002 100007 100001 100003 100001 100002 100002 56042
mcs70_m2Dr2_s40_AB01 100000 100000 100000 100003 100003 100004 100007 100005 64416 31670 22046 100000 100000 100001 100002 100008 100001 100002 100001 100002 100002 22357
mcs70_m2Dr2_s40_AB02 100000 100000 100000 100003 100004 100005 100008 100004 26015 14448 10184 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 10269
mcs70_m2Dr2_s40_AB03 100000 100000 100000 100003 100003 100004 100007 100005 39347 19284 12817 100000 100000 100001 100003 100006 100001 100002 100001 100002 100003 12660
